ReadName Mapping_x MapStart_x MapEnd_x Strand Mapping_y MapStart_y MapQual ReadLength MapEnd_y StrandStatus "Region of Interest" StrandDirection
d6a6ba27-00bf-4bbf-9db2-72cf32d37d98 pFB2 16 163 rev pFB2 16 60 154 170 Lead Others revLead
d9840dc2-6e22-43e1-ab59-c78f570800b0 pFB2 19 163 rev pFB2 19 60 143 162 Lead Others revLead
16a9c8d5-00fc-4d89-9053-c5240950ccab pFB2 22 170 fwd pFB2 22 60 171 193 Lag Others fwdLag
d42249f8-b5a5-4527-aa98-da8fd3757dcd pFB2 22 165 fwd pFB2 22 48 134 156 Lag Others fwdLag
d2f396fa-2ec9-40ca-9452-73603f8eed77 pFB2 25 183 fwd pFB2 25 60 158 183 Lag Others fwdLag
b7cb045e-0928-4833-a601-1117602de14b pFB2 26 162 rev pFB2 26 60 137 163 Lead Others revLead
ea2fcadf-62c8-47de-9359-71a05a924577 pFB2 29 167 rev pFB2 29 60 141 170 Lead Others revLead
fd544eaf-fb27-4bec-8c96-ae503b56f12c pFB2 37 179 fwd pFB2 37 28 145 182 Lag Others fwdLag
80cb48ad-5388-466d-bfa5-ea5b393a3c94 pFB2 42 163 rev pFB2 42 58 133 175 Lead Others revLead
019222f2-0a80-4c60-b885-edf2c88f7e35 pFB2 42 168 rev pFB2 42 60 135 177 Lead Others revLead
87fb272d-28ee-4ef1-b352-16baca7fc5bb pFB2 44 192 rev pFB2 44 60 148 192 Lead Others revLead
e2497d69-cabd-4c51-9073-4f7c7036c143 pFB2 50 194 rev pFB2 50 60 147 197 Lead Others revLead
1d431fa1-40b0-4757-b9a7-2adb992da31d pFB2 52 187 fwd pFB2 52 60 135 187 Lag Others fwdLag
6c7bbeca-9441-45b0-9b27-a73de6e95bdb pFB2 59 199 fwd pFB2 59 25 169 228 Lag Others fwdLag
1d617656-aa00-4a40-8b69-3d332490a849 pFB2 66 208 rev pFB2 66 51 134 200 Lead Others revLead
eeb85f7d-cdf5-4acd-99ef-7ab81cfdf889 pFB2 68 208 rev pFB2 68 60 137 205 Lead Others revLead
9e2c5528-d23d-4d94-871b-613d7d69a843 pFB2 90 244 fwd pFB2 90 60 154 244 Lag Others fwdLag
d1ff4915-eb49-47f2-b065-86d5259c7349 pFB2 103 246 fwd pFB2 103 60 144 247 Lag Others fwdLag
162559b3-58dd-4835-98d2-3d00f538281a pFB2 133 293 rev pFB2 133 60 166 299 Lead Others revLead
6dcefe7a-48db-4864-9e6a-0e05a4e95c64 pFB2 162 297 rev pFB2 162 60 134 296 Lead Others revLead
505074f8-43c9-4a27-840f-368fd520e1ce pFB2 171 319 fwd pFB2 171 60 149 320 Lag Others fwdLag
2f0557cb-f97d-4187-9c50-8a9c135f30a0 pFB2 179 336 fwd pFB2 179 47 153 332 Lag Others fwdLag
0e2119a1-fe41-45b4-89a2-4c19bd0b0124 pFB2 179 321 rev pFB2 179 45 143 322 Lead Others revLead
68b2e6d2-fdb3-472f-ac86-b131c6b2fa18 pFB2 180 321 rev pFB2 180 60 140 320 Lead Others revLead
e8e31505-4422-40c1-b4fe-7dfa703e303d pFB2 207 350 rev pFB2 207 60 136 343 Lead Others revLead
055ab72d-6152-4e06-8ef5-8dae944fb220 pFB2 210 356 fwd pFB2 210 42 157 367 Lag Others fwdLag
da0149d3-d791-4d66-88e2-d8176c8493ae pFB2 218 351 rev pFB2 218 60 136 354 Lead Others revLead
216d4140-707e-4f19-a59f-93b83b92c5ae pFB2 229 348 fwd pFB2 229 20 126 355 Lag Others fwdLag
5eda88ac-d3f1-4350-9456-ad06c2204a50 pFB2 239 387 rev pFB2 239 60 150 389 Lead Others revLead
d85b30b0-383d-4d4f-8c59-776956e60a76 pFB2 248 384 rev pFB2 248 60 135 383 Lead Others revLead
0a40b7e9-6989-4383-bb1b-3d4465ab7c10 pFB2 252 374 rev pFB2 252 60 143 395 Lead Others revLead
e6b3b006-cb4f-48d0-adb4-073e1408ee14 pFB2 260 388 fwd pFB2 260 60 143 403 Lag Others fwdLag
74b33dd0-3c05-447e-b7d5-8f1807659f16 pFB2 262 385 fwd pFB2 262 60 122 384 Lag Others fwdLag
2abde813-840d-40ee-b412-9fed5f256a4c pFB2 268 440 rev pFB2 268 60 170 438 Lead Others revLead
0bf4df83-597e-4164-b216-2502e3bf7707 pFB2 270 396 fwd pFB2 270 60 135 405 Lag Others fwdLag
adf379da-d303-4347-8dfe-d6452b57ba21 pFB2 281 426 rev pFB2 281 60 145 426 Lead Others revLead
ee71b298-5bee-455c-ba81-356318989855 pFB2 283 431 fwd pFB2 283 60 150 433 Lag Others fwdLag
34d211d7-aca8-48b7-a365-a76f3a4c839d pFB2 288 423 fwd pFB2 288 41 137 425 Lag Others fwdLag
9522d1cc-54f9-4809-b89d-4f67a040dbf2 pFB2 289 433 fwd pFB2 289 60 141 430 Lag Others fwdLag
fd65970e-1975-471a-93ac-e6d743867d74 pFB2 295 440 rev pFB2 295 60 143 438 Lead Others revLead
668d5eaf-aeb4-40c3-89ab-d4e2e438c9d9 pFB2 301 469 rev pFB2 301 60 162 463 Lead Others revLead
8e397325-146a-422d-98f7-c4a6d3f65310 pFB2 305 440 rev pFB2 305 60 134 439 Lead Others revLead
7bf20a81-7fc0-40ca-b840-1340edfe5c63 pFB2 313 443 fwd pFB2 313 57 158 471 Lag Others fwdLag
f6683917-ea63-4ac8-afb4-26c9a51e5de8 pFB2 314 456 fwd pFB2 314 60 144 458 Lag Others fwdLag
333cbb0b-6994-4382-b336-db0288d8104f pFB2 325 493 fwd pFB2 325 60 163 488 Lag Others fwdLag
1f32a4b5-ba62-4600-91e7-e1dd1c737262 pFB2 335 479 fwd pFB2 335 30 160 495 Lag Others fwdLag
271748d2-6601-42ce-9b3c-752e36e6b59d pFB2 335 478 fwd pFB2 335 60 140 475 Lag Others fwdLag
9b5ff82d-2c4d-421e-90f3-7f3022d8c165 pFB2 338 497 rev pFB2 338 60 157 495 Lead Others revLead
177f2c85-d76c-4675-a921-982dba63caa9 pFB2 350 503 fwd pFB2 350 60 150 500 Lag Others fwdLag
2cb5fa34-b867-4fc0-81fa-57ff86c7ce7d pFB2 351 502 rev pFB2 351 51 153 504 Lead Others revLead
7e0bb22a-3c80-455f-9e4c-d4eb2acfacd6 pFB2 354 504 fwd pFB2 354 60 146 500 Lag Others fwdLag
5e98fb0e-04ff-4725-939a-2e414f27eb81 pFB2 360 480 fwd pFB2 360 60 125 485 Lag Others fwdLag
f32e1ccd-0ca4-4682-8992-2ce4b0ee86b6 pFB2 358 502 rev pFB2 358 60 142 500 Lead Others revLead
eee7b39b-424e-43b2-bccc-b2d938b53497 pFB2 362 513 rev pFB2 362 54 147 509 Lead Others revLead
236cb85d-dde9-40ec-8ae9-31ba7c04d6e6 pFB2 365 499 fwd pFB2 365 60 139 504 Lag Others fwdLag
21cd7f82-8a96-4edf-bad0-9d3eb832964a pFB2 374 474 fwd pFB2 374 45 141 515 Lag Others fwdLag
9dc2e755-8797-4bc0-9c57-9fca2d267ae8 pFB2 380 535 fwd pFB2 380 60 147 527 Lag Others fwdLag
7c509ee9-b09e-4c9a-8154-a8f1f037ca26 pFB2 387 527 rev pFB2 387 36 154 541 Lead Others revLead
a97f76a6-dd62-4504-9130-56cb29e20531 pFB2 398 509 fwd pFB2 398 41 122 520 Lag Others fwdLag
290d74ac-e244-4a82-8ccd-39139d2feab9 pFB2 408 555 rev pFB2 408 60 161 569 Lead Others revLead
6e1cf765-c16d-4b69-a743-8aa7754523e6 pFB2 440 574 rev pFB2 440 28 130 570 Lead Others revLead
9f6230c1-d6fb-4c24-999c-ac27e54956ff pFB2 445 561 fwd pFB2 445 60 171 616 Lag Others fwdLag
1e5404a3-4c6c-49d6-8c84-aeb7a7a984e4 pFB2 446 611 fwd pFB2 446 60 167 613 Lag Others fwdLag
481b5c89-8d65-4201-b1ff-195ae4e5e6a9 pFB2 447 610 rev pFB2 447 60 160 607 Lead Others revLead
782d591a-e14b-4662-b03f-a1b3d72c59e9 pFB2 448 601 fwd pFB2 448 60 153 601 Lag Others fwdLag
a17d8e85-89e1-4f6f-aec7-d3ef318c7ad9 pFB2 565 688 rev pFB2 565 60 146 711 Lead Others revLead
5cd16974-0464-4d90-9988-7b1abaf8e39a pFB2 576 694 fwd pFB2 576 46 122 698 Lag Others fwdLag
d2e97942-507a-40fc-8df5-033181c95842 pFB2 580 685 rev pFB2 580 47 151 731 Lead Others revLead
e8cb75f4-6b50-4ae9-805f-326e525b23bb pFB2 590 692 rev pFB2 590 60 146 736 Lead Others revLead
f35b4adf-5505-4d2c-81dd-886646fecf0d pFB2 613 749 rev pFB2 613 42 142 755 Lead Others revLead
b18da165-a0ab-4582-aa08-bf15029d1b26 pFB2 615 770 rev pFB2 615 60 159 774 Lead Others revLead
ec2003f7-299d-45be-bbf8-67aa9cd7eb14 pFB2 619 768 rev pFB2 619 60 151 770 Lead Others revLead
aa41f34c-3a93-407c-9492-f75fd9cb2a93 pFB2 627 755 rev pFB2 627 60 124 751 Lead Others revLead
1f281359-cefd-4e65-90d1-3718de5b36ad pFB2 629 769 fwd pFB2 629 60 140 769 Lag Others fwdLag
148dd408-9bd9-4e59-8bc9-a79f48ef5c83 pFB2 639 790 fwd pFB2 639 60 157 796 Lag Others fwdLag
c10ae748-2772-4cd2-b4cb-1287f6d0ef92 pFB2 639 802 rev pFB2 639 60 160 799 Lead Others revLead
b197ee94-d9da-4c82-a5b6-9d1e0d960466 pFB2 651 790 rev pFB2 651 60 135 786 Lead Others revLead
fbd4881a-237f-4ebc-9ea2-1bffca9dbfaa pFB2 652 790 fwd pFB2 652 59 162 814 Lag Others fwdLag
b12fa5dd-7a64-44d1-9a1e-bb163f0aacbe pFB2 652 801 rev pFB2 652 32 152 804 Lead Others revLead
7da0da66-63cd-4e17-b443-996960908e69 pFB2 653 802 rev pFB2 653 60 147 800 Lead Others revLead
9444cce4-6676-416d-a50f-0a6345907925 pFB2 656 773 fwd pFB2 656 60 128 784 Lag Others fwdLag
33651ea2-c421-4b08-af89-bfe71194d002 pFB2 658 769 rev pFB2 658 60 145 803 Lead Others revLead
d16f3e8c-25d3-4f88-8289-659a5e44d026 pFB2 661 790 fwd pFB2 661 24 126 787 Lag Others fwdLag
59557938-c1e2-4654-a095-fa2ee3aad0c8 pFB2 669 828 rev pFB2 669 60 169 838 Lead Others revLead
91b09d15-3605-4835-a0cc-c703d444102d pFB2 673 830 fwd pFB2 673 60 155 828 Lag Others fwdLag
4d3071fb-a732-450e-ac46-fe781070dd31 pFB2 680 826 fwd pFB2 680 55 135 815 Lag Others fwdLag
c075f3a8-ee4f-475d-8046-51dc96962170 pFB2 681 813 fwd pFB2 681 60 132 813 Lag Others fwdLag
e6f07796-8e2c-4870-8869-8325a3a49c1a pFB2 681 842 fwd pFB2 681 60 163 844 Lag Others fwdLag
c062a3ab-5009-40ea-9c28-9b03a98f1075 pFB2 681 830 fwd pFB2 681 60 164 845 Lag Others fwdLag
1195edc1-f3cb-4ef9-9162-823f5472dfda pFB2 681 832 rev pFB2 681 60 147 828 Lead Others revLead
1be7135d-3ab2-403a-9886-7e6fc97e7aec pFB2 688 842 rev pFB2 688 60 155 843 Lead Others revLead
87ee3c6a-41c6-45b3-88bd-c8b8d42975bf pFB2 690 832 rev pFB2 690 47 150 840 Lead Others revLead
5d4d740f-c1a8-4cb8-b240-6e698a5e3ae8 pFB2 692 850 rev pFB2 692 53 154 846 Lead Others revLead
f8dfa03e-862e-44ed-9c2b-30f713af314f pFB2 698 828 rev pFB2 698 60 126 824 Lead Others revLead
a54dd4a7-c9c2-4e29-a415-81bbca05ba84 pFB2 698 831 rev pFB2 698 60 140 838 Lead Others revLead
6434862a-2961-452e-8e10-ce945d5ee885 pFB2 700 834 fwd pFB2 700 60 134 834 Lag Others fwdLag
2cee4477-49cc-46c4-b6df-00f6d336d04c pFB2 701 865 fwd pFB2 701 60 155 856 Lag Others fwdLag
7f75a14a-2942-4fe8-89c5-bf1cbbc5f72b pFB2 701 860 rev pFB2 701 60 155 856 Lead Others revLead
156bfdf8-8f50-40ce-a48f-7f33dbb59cb4 pFB2 707 875 fwd pFB2 707 60 164 871 Lag Others fwdLag
e288c84f-a565-45fd-a5c6-01f83df07ed9 pFB2 711 839 rev pFB2 711 21 127 838 Lead Others revLead
6df91dac-cfd8-41dc-a1dd-3db4c488fce3 pFB2 711 845 rev pFB2 711 60 133 844 Lead Others revLead
31c93e7c-eaea-4fe3-8b7a-98d33f0cdf3d pFB2 713 882 rev pFB2 713 60 168 881 Lead Others revLead
263ff16b-ec97-41a5-8336-15867767fafc pFB2 714 825 fwd pFB2 714 40 130 844 Lag Others fwdLag
37563314-26ae-49e8-a12b-1e0f039b1837 pFB2 718 851 fwd pFB2 718 60 143 861 Lag Others fwdLag
5db3f6bb-5a72-42b6-b9eb-7cb22b637801 pFB2 725 881 fwd pFB2 725 60 166 891 Lag Others fwdLag
f80546ae-14d2-457f-ac86-a196f3a1dc15 pFB2 725 845 rev pFB2 725 60 133 858 Lead Others revLead
4ec0f553-0c05-497e-b516-58653200ca99 pFB2 770 932 rev pFB2 770 60 163 933 Lead Others revLead
2fb60da2-a1af-466a-9919-33e89cba9aec pFB2 770 925 rev pFB2 770 60 166 936 Lead Others revLead
1276b70d-b15f-444c-8aa9-30b829ea8fd7 pFB2 772 891 fwd pFB2 772 60 165 937 Lag Others fwdLag
a6ffeda2-7fac-4aaf-b9f5-886ab61b1a85 pFB2 772 890 rev pFB2 772 60 131 903 Lead Others revLead
2ebb6251-99e0-4c04-b624-805da15d9c75 pFB2 785 943 fwd pFB2 785 60 161 946 Lag Others fwdLag
5e5f3df6-c450-452d-bd3c-b2da6d9f5183 pFB2 790 942 rev pFB2 790 60 149 939 Lead Others revLead
f295384d-68fc-4256-a218-97d2d645ab36 pFB2 794 944 rev pFB2 794 37 162 956 Lead Others revLead
b240bdea-f1fd-444a-b4a9-d1955de3452f pFB2 801 947 fwd pFB2 801 60 145 946 Lag Others fwdLag
0ef19fe9-b870-4d48-94ac-c0ffd5b9960e pFB2 803 942 rev pFB2 803 36 151 954 Lead Others revLead
5db98be0-4f07-4ac3-af6b-da18181cd175 pFB2 804 940 fwd pFB2 804 60 136 940 Lag Others fwdLag
d5a7f181-2560-44df-adc4-1acccfbf94fd pFB2 804 952 rev pFB2 804 60 146 950 Lead Others revLead
8400e132-9fdf-4767-87fd-ed847bd3d619 pFB2 805 948 fwd pFB2 805 60 145 950 Lag Others fwdLag
497eafeb-a3ce-43da-ad93-ba7ae5964a3c pFB2 805 942 fwd pFB2 805 60 167 972 Lag Others fwdLag
c43c2101-dd91-45a8-8244-640139c40c58 pFB2 806 967 fwd pFB2 806 60 155 961 Lag Others fwdLag
a4d83fb6-f85a-4a98-b31a-3f2fd7f61764 pFB2 806 952 rev pFB2 806 60 143 949 Lead Others revLead
25022df7-5447-4f71-9190-f03ae28afcc2 pFB2 807 967 fwd pFB2 807 60 144 951 Lag Others fwdLag
283b2ac5-bb60-4663-be2a-d64630cfba3c pFB2 807 954 fwd pFB2 807 38 132 939 Lag Others fwdLag
d26bc8c2-63da-4327-940c-cbb89bcbf6fd pFB2 807 979 fwd pFB2 807 50 172 979 Lag Others fwdLag
3b961789-15b7-4d29-99e9-866e7b50bf6b pFB2 807 973 rev pFB2 807 60 170 977 Lead Others revLead
b422e349-ae23-4cc1-bfd6-7d688a677c25 pFB2 808 963 fwd pFB2 808 60 152 960 Lag Others fwdLag
9c0439d0-d516-47c7-b84e-fa84f283f34b pFB2 808 949 fwd pFB2 808 60 139 947 Lag Others fwdLag
41c90e95-2f34-4be5-8c03-b2d31f2d850f pFB2 808 946 fwd pFB2 808 43 139 947 Lag Others fwdLag
7f19d66b-c5c2-4607-9af6-d41894bc6303 pFB2 808 991 fwd pFB2 808 30 169 977 Lag Others fwdLag
d176ccc2-d17a-47dd-a171-4a07c7499129 pFB2 808 944 fwd pFB2 808 60 147 955 Lag Others fwdLag
c891f616-f86a-489e-9145-27aa892b6823 pFB2 808 981 rev pFB2 808 60 170 978 Lead Others revLead
273b243f-d25a-40b1-a63a-14d2c5797603 pFB2 809 974 rev pFB2 809 60 163 972 Lead Others revLead
3d7f1dac-9dab-4fc4-a711-9cdfad375737 pFB2 818 973 rev pFB2 818 60 155 973 Lead Others revLead
2627d1c3-ecab-4f24-b104-39dd8a40afd4 pFB2 823 955 fwd pFB2 823 55 130 953 Lag Others fwdLag
a3ddc0c6-d4a6-466c-8ceb-862b671bcc2e pFB2 832 952 rev pFB2 832 39 123 955 Lead Others revLead
524e4a95-fda1-441b-a87e-323550dbe74b pFB2 832 991 fwd pFB2 832 30 150 982 Lag Others fwdLag
e80fcdab-5563-40fc-907b-977a659fd266 pFB2 832 975 fwd pFB2 832 33 145 977 Lag Others fwdLag
2fff0c39-9244-4453-baa2-7761bebff564 pFB2 832 989 rev pFB2 832 60 147 979 Lead Others revLead
6b2f4121-1fd8-448f-aa74-37dec9ab0e83 pFB2 845 991 fwd pFB2 845 60 147 992 Lag Others fwdLag
3709f71e-7046-466a-94bc-967ac1fcd52a pFB2 845 991 rev pFB2 845 48 164 1009 Lead Others revLead
8e5a9b96-9008-4ab9-84b7-1779bcc577c6 pFB2 846 994 fwd pFB2 846 60 152 998 Lag Others fwdLag
74ff0af1-4758-4825-904c-9adf1d507623 pFB2 851 1014 fwd pFB2 851 60 153 1004 Lag Others fwdLag
fdc23d81-a8eb-48a8-ad3f-55b10f66a532 pFB2 851 993 rev pFB2 851 60 140 991 Lead Others revLead
069f5b5b-86dd-43c4-9fdf-b1753b7bafbc pFB2 852 1004 fwd pFB2 852 60 154 1006 Lag Others fwdLag
ab8a8a8a-afac-4802-aa32-ca4581c04216 pFB2 853 1017 fwd pFB2 853 60 163 1016 Lag Others fwdLag
d3a68b62-3315-4409-bd3f-db619efef59c pFB2 853 974 rev pFB2 853 34 128 981 Lead Others revLead
ef4c6532-c518-4ee5-8328-58d64293de19 pFB2 857 1025 fwd pFB2 857 60 170 1027 Lag Others fwdLag
65cc6472-2bbd-4554-a42d-bf3aaabffa7a pFB2 857 968 fwd pFB2 857 22 137 994 Lag Others fwdLag
cd11b303-7d82-4991-94cb-b1cbde5b12dd pFB2 857 1016 rev pFB2 857 60 159 1016 Lead Others revLead
2e8bb347-6cc6-444e-9113-623028de9c7d pFB2 866 1016 rev pFB2 866 60 150 1016 Lead Others revLead
4765cbba-1b83-4a85-8d38-22981eba61c3 pFB2 865 991 rev pFB2 865 60 146 1011 Lead Others revLead
71b70d5a-ad78-44d6-9c45-52f84115e903 pFB2 870 1017 fwd pFB2 870 60 146 1016 Lag Others fwdLag
f4dde832-cd38-40c3-953d-30f2301f0959 pFB2 870 1016 fwd pFB2 870 60 143 1013 Lag Others fwdLag
3e234695-326e-4c7b-9a49-4cdad5f2e6ab pFB2 871 1018 fwd pFB2 871 60 146 1017 Lag Others fwdLag
111446c2-61af-4b86-b149-564bffd5c549 pFB2 873 1016 fwd pFB2 873 60 135 1008 Lag Others fwdLag
5bbea33b-e461-4022-bd81-d7c68aa050f5 pFB2 878 1051 rev pFB2 878 52 172 1050 Lead Others revLead
c51f98b6-d216-4405-9f75-9987782758ea pFB2 882 1019 fwd pFB2 882 60 153 1035 Lag Others fwdLag
6d5a9a2b-e16e-46df-a357-9673ee814ebe pFB2 883 1041 fwd pFB2 883 60 159 1042 Lag Others fwdLag
3e589c80-0617-4d93-b5e0-e5304e4cb606 pFB2 886 1045 rev pFB2 886 60 159 1045 Lead Others revLead
d753e300-246a-4f90-a418-5d1f8c4192fa pFB2 888 1045 fwd pFB2 888 60 156 1044 Lag Others fwdLag
efbef54d-565a-441c-b2d0-985ea83dc6cd pFB2 889 1028 rev pFB2 889 36 148 1037 Lead Others revLead
953ab5f3-47b5-4005-8b93-98d5c69d3171 pFB2 894 1045 rev pFB2 894 60 143 1037 Lead Others revLead
f726db4a-eaf6-4c40-b9fa-b05fc71742b1 pFB2 896 1028 rev pFB2 896 60 145 1041 Lead Others revLead
c7bc8efc-8cc1-4ef5-8384-46ead7fa16d3 pFB2 896 1028 rev pFB2 896 59 141 1037 Lead Others revLead
fc462a13-c839-4cf8-a74f-23c3ddd9580e pFB2 897 1048 rev pFB2 897 60 151 1048 Lead Others revLead
229d1d9b-0710-45cf-b3e5-72911954ce49 pFB2 898 1035 fwd pFB2 898 60 145 1043 Lag Others fwdLag
6a714c8f-bd79-4587-841b-1b69703c2ad6 pFB2 898 1045 fwd pFB2 898 60 158 1056 Lag Others fwdLag
f869fe64-65ba-4a0c-ba8e-3c850d4dd8da pFB2 899 1053 rev pFB2 899 51 147 1046 Lead Others revLead
158e98e3-2bf3-4e1f-83fb-5af79490e084 pFB2 904 1045 fwd pFB2 904 60 149 1053 Lag Others fwdLag
fd613856-60cd-4912-87ed-47c06ebfd9af pFB2 906 1040 rev pFB2 906 60 135 1041 Lead Others revLead
ff741651-5842-465d-ad57-7977e7e8e88b pFB2 911 1051 rev pFB2 911 40 140 1051 Lead Others revLead
a041ff41-066a-4cb3-976c-3fac0a97f51c pFB2 914 1019 rev pFB2 914 60 125 1039 Lead Others revLead
f0b95f4e-96bb-4878-9db8-af7808f8cd43 pFB2 918 1065 rev pFB2 918 40 151 1069 Lead Others revLead
c6fd3d83-7591-49fd-8114-e892748ebb4e pFB2 919 1089 fwd pFB2 919 60 167 1086 Lag Others fwdLag
20fee1d0-e6b5-4229-a27f-8a41fc194cdd pFB2 924 1078 rev pFB2 924 60 145 1069 Lead Others revLead
cf227c6d-8f36-461f-9971-43aa27b7bde7 pFB2 926 1064 fwd pFB2 926 48 140 1066 Lag Others fwdLag
d5d32fd5-4983-40f2-903b-f0c88213bf32 pFB2 929 1085 fwd pFB2 929 60 154 1083 Lag Others fwdLag
64c5a047-95f8-46cb-b502-056a4979aa86 pFB2 929 1059 fwd pFB2 929 36 132 1061 Lag Others fwdLag
3df279e7-5e48-4cad-8cb9-027e8df280b1 pFB2 929 1078 rev pFB2 929 60 149 1078 Lead Others revLead
8dc5f7a7-936f-4d0a-a96e-6818e915359d pFB2 929 1078 rev pFB2 929 38 141 1070 Lead Others revLead
1532f5ce-bd64-44f5-a462-5341989f222e pFB2 935 1077 rev pFB2 935 39 139 1074 Lead Others revLead
c132f892-ff19-460d-a965-4d6a9543fb45 pFB2 938 1071 rev pFB2 938 60 134 1072 Lead Others revLead
c4a21c7d-8cbf-4c02-a041-608d4e093e12 pFB2 939 1089 fwd pFB2 939 41 154 1093 Lag Others fwdLag
42583f2f-321d-48cb-8927-934507857636 pFB2 940 1090 rev pFB2 940 60 148 1088 Lead Others revLead
a2c6deeb-a46f-4eb6-8047-00c45d53941d pFB2 943 1088 rev pFB2 943 60 146 1089 Lead Others revLead
b13b9093-a18f-413a-a474-0e03eaed66c1 pFB2 945 1094 fwd pFB2 945 60 148 1093 Lag Others fwdLag
142edefb-e4cc-41ea-ae92-61966c1f43a6 pFB2 944 1089 rev pFB2 944 60 142 1086 Lead Others revLead
67da8b8d-6073-4ff4-b1bc-813f79f80efe pFB2 944 1096 rev pFB2 944 60 144 1088 Lead Others revLead
4cba2d75-f8e5-4e0c-bdcf-5cb570c0b434 pFB2 947 1096 rev pFB2 947 26 139 1086 Lead Others revLead
41d0ae49-64f2-4f5c-8370-46ec12e847ef pFB2 951 1086 rev pFB2 951 60 133 1084 Lead Others revLead
14c08070-041e-44f4-9545-012e58a4b825 pFB2 957 1106 rev pFB2 957 22 151 1108 Lead Others revLead
9e5a1040-e494-4338-a88e-afd3c2c3dcdf pFB2 997 1108 fwd pFB2 997 60 144 1141 Lag Others fwdLag
c59636b5-4229-4ae0-a937-63465f2e3850 pFB2 998 1163 fwd pFB2 998 60 172 1170 Lag Others fwdLag
b5d22560-670e-48b7-9b3c-df1f59664deb pFB2 1006 1163 fwd pFB2 1006 58 162 1168 Lag Others fwdLag
f7aa7d27-cee7-41c8-b5c8-e2ac5c58fcf9 pFB2 1008 1157 rev pFB2 1008 60 148 1156 Lead Others revLead
f0cba610-686b-4bc4-8b28-8aa22304a6a1 pFB2 1009 1157 fwd pFB2 1009 43 145 1154 Lag Others fwdLag
0d1d8174-d3a1-45d2-9c74-39e44c2939c2 pFB2 1011 1151 rev pFB2 1011 60 141 1152 Lead Others revLead
fce18c09-4fcc-4511-809d-96ce9aee7a25 pFB2 1019 1175 fwd pFB2 1019 60 158 1177 Lag Others fwdLag
e81c8371-6c24-4a4e-a97d-a18b530ad2fb pFB2 1020 1153 fwd pFB2 1020 60 140 1160 Lag Others fwdLag
